Result,Address A,Size A,Address B,Size B
Difference,E269h,1h,E26Fh,1h
Match,E26Ah,2h,E270h,2h
Difference,E26Ch,1h,E272h,1h
Match,E26Dh,Fh,E273h,Fh
Difference,E27Ch,1h,E282h,1h
Match,E27Dh,16h,E283h,16h
Difference,E293h,1h,E299h,1h
Match,E294h,23h,E29Ah,23h
Difference,E2B7h,1h,E2BDh,1h
Match,E2B8h,Dh,E2BEh,Dh
Difference,E2C5h,1h,E2CBh,1h
Match,E2C6h,CAh,E2CCh,CAh
Difference,E390h,1h,E396h,1h
Match,E391h,26h,E397h,26h
Difference,E3B7h,1h,E3BDh,1h
Match,E3B8h,Bh,E3BEh,Bh
Difference,E3C3h,1h,E3C9h,1h
Match,E3C4h,12h,E3CAh,12h
Difference,E3D6h,1h,E3DCh,1h
Match,E3D7h,2h,E3DDh,2h
Difference,E3D9h,1h,E3DFh,1h
Match,E3DAh,3h,E3E0h,3h
Difference,E3DDh,1h,E3E3h,1h
Match,E3DEh,2h,E3E4h,2h
Difference,E3E0h,1h,E3E6h,1h
Match,E3E1h,60h,E3E7h,60h
Difference,E441h,1h,E447h,1h
Match,E442h,54h,E448h,54h
Difference,E496h,1h,E49Ch,1h
Match,E497h,11h,E49Dh,11h
Difference,E4A8h,1h,E4AEh,1h
Match,E4A9h,8h,E4AFh,8h
Difference,E4B1h,1h,E4B7h,1h
Match,E4B2h,8h,E4B8h,8h
Difference,E4BAh,1h,E4C0h,1h
Match,E4BBh,13h,E4C1h,13h
Difference,E4CEh,1h,E4D4h,1h
Match,E4CFh,8h,E4D5h,8h
Difference,E4D7h,1h,E4DDh,1h
Match,E4D8h,8h,E4DEh,8h
Difference,E4E0h,1h,E4E6h,1h
Match,E4E1h,12h,E4E7h,12h
Difference,E4F3h,1h,E4F9h,1h
Match,E4F4h,8h,E4FAh,8h
Difference,E4FCh,1h,E502h,1h
Match,E4FDh,8h,E503h,8h
Difference,E505h,1h,E50Bh,1h
Match,E506h,4h,E50Ch,4h
Difference,E50Ah,1h,E510h,1h
Match,E50Bh,1Ch,E511h,1Ch
Difference,E527h,1h,E52Dh,1h
Match,E528h,35h,E52Eh,35h
Only in A,E55Dh,2h,,
Match,E55Fh,39h,E563h,39h
Only in B,,,E59Ch,2h
Match,E598h,BDh,E59Eh,BDh
Difference,E655h,1h,E65Bh,1h
Match,E656h,4h,E65Ch,4h
Difference,E65Ah,1h,E660h,1h
Match,E65Bh,1Eh,E661h,1Eh
Difference,E679h,1h,E67Fh,1h
Match,E67Ah,10h,E680h,10h
Difference,E68Ah,1h,E690h,1h
Match,E68Bh,50h,E691h,50h
Difference,E6DBh,2h,E6E1h,2h
Match,E6DDh,1Eh,E6E3h,1Eh
Difference,E6FBh,1h,E701h,1h
Match,E6FCh,17h,E702h,17h
Difference,E713h,1h,E719h,1h
Match,E714h,Ch,E71Ah,Ch
Difference,E720h,2h,E726h,2h
Match,E722h,7h,E728h,7h
Difference,E729h,1h,E72Fh,1h
Match,E72Ah,2h,E730h,2h
Difference,E72Ch,1h,E732h,1h
Match,E72Dh,3Fh,E733h,3Fh
Difference,E76Ch,1h,E772h,1h
Match,E76Dh,10h,E773h,10h
Difference,E77Dh,1h,E783h,1h
Match,E77Eh,11h,E784h,11h
Difference,E78Fh,1h,E795h,1h
Match,E790h,1h,E796h,1h
Difference,E791h,1h,E797h,1h
Match,E792h,1h,E798h,1h
Difference,E793h,1h,E799h,1h
Match,E794h,1h,E79Ah,1h
Difference,E795h,1h,E79Bh,1h
Match,E796h,1h,E79Ch,1h
Difference,E797h,1h,E79Dh,1h
Match,E798h,1h,E79Eh,1h
Difference,E799h,1h,E79Fh,1h
Match,E79Ah,1h,E7A0h,1h
Difference,E79Bh,1h,E7A1h,1h
Match,E79Ch,1h,E7A2h,1h
Difference,E79Dh,1h,E7A3h,1h
Match,E79Eh,1h,E7A4h,1h
Difference,E79Fh,1h,E7A5h,1h
Match,E7A0h,13Ch,E7A6h,13Ch
Difference,E8DCh,1h,E8E2h,1h
Match,E8DDh,32h,E8E3h,32h
Difference,E90Fh,1h,E915h,1h
Match,E910h,2h,E916h,2h
Difference,E912h,1h,E918h,1h
Match,E913h,7h,E919h,7h
Difference,E91Ah,1h,E920h,1h
Match,E91Bh,Ah,E921h,Ah
Difference,E925h,1h,E92Bh,1h
Match,E926h,1Fh,E92Ch,1Fh
Difference,E945h,1h,E94Bh,1h
Match,E946h,2h,E94Ch,2h
Difference,E948h,1h,E94Eh,1h
Match,E949h,2h,E94Fh,2h
Difference,E94Bh,1h,E951h,1h
Match,E94Ch,Dh,E952h,Dh
Difference,E959h,1h,E95Fh,1h
Match,E95Ah,7h,E960h,7h
Difference,E961h,1h,E967h,1h
Match,E962h,17h,E968h,17h
Difference,E979h,1h,E97Fh,1h
Match,E97Ah,4h,E980h,4h
Difference,E97Eh,1h,E984h,1h
Match,E97Fh,2h,E985h,2h
Difference,E981h,1h,E987h,1h
Match,E982h,16h,E988h,16h
Difference,E998h,1h,E99Eh,1h
Match,E999h,5h,E99Fh,5h
Difference,E99Eh,1h,E9A4h,1h
Match,E99Fh,7h,E9A5h,7h
Difference,E9A6h,1h,E9ACh,1h
Match,E9A7h,5h,E9ADh,5h
Difference,E9ACh,1h,E9B2h,1h
Match,E9ADh,2h,E9B3h,2h
Difference,E9AFh,2h,E9B5h,2h
Match,E9B1h,1h,E9B7h,1h
Difference,E9B2h,1h,E9B8h,1h
Match,E9B3h,Bh,E9B9h,Bh
Difference,E9BEh,1h,E9C4h,1h
Match,E9BFh,2h,E9C5h,2h
Difference,E9C1h,1h,E9C7h,1h
Match,E9C2h,7h,E9C8h,7h
Difference,E9C9h,1h,E9CFh,1h
Match,E9CAh,5h,E9D0h,5h
Difference,E9CFh,1h,E9D5h,1h
Match,E9D0h,6h,E9D6h,6h
Difference,E9D6h,1h,E9DCh,1h
Match,E9D7h,Ah,E9DDh,Ah
Difference,E9E1h,1h,E9E7h,1h
Match,E9E2h,2h,E9E8h,2h
Difference,E9E4h,1h,E9EAh,1h
Match,E9E5h,2h,E9EBh,2h
Difference,E9E7h,1h,E9EDh,1h
Match,E9E8h,2h,E9EEh,2h
Difference,E9EAh,1h,E9F0h,1h
Match,E9EBh,Dh,E9F1h,Dh
Difference,E9F8h,1h,E9FEh,1h
Match,E9F9h,7h,E9FFh,7h
Difference,EA00h,1h,EA06h,1h
Match,EA01h,17h,EA07h,17h
Difference,EA18h,1h,EA1Eh,1h
Match,EA19h,4h,EA1Fh,4h
Difference,EA1Dh,1h,EA23h,1h
Match,EA1Eh,21h,EA24h,21h
Difference,EA3Fh,1h,EA45h,1h
Match,EA40h,15h,EA46h,15h
Difference,EA55h,1h,EA5Bh,1h
Match,EA56h,2h,EA5Ch,2h
Difference,EA58h,2h,EA5Eh,2h
Match,EA5Ah,1h,EA60h,1h
Difference,EA5Bh,1h,EA61h,1h
Match,EA5Ch,Bh,EA62h,Bh
Difference,EA67h,1h,EA6Dh,1h
Match,EA68h,2h,EA6Eh,2h
Difference,EA6Ah,1h,EA70h,1h
Match,EA6Bh,7h,EA71h,7h
Difference,EA72h,1h,EA78h,1h
Match,EA73h,5Dh,EA79h,5Dh
Difference,EAD0h,1h,EAD6h,1h
Match,EAD1h,1Ch,EAD7h,1Ch
Difference,EAEDh,1h,EAF3h,1h
Match,EAEEh,Dh,EAF4h,Dh
Difference,EAFBh,1h,EB01h,1h
Match,EAFCh,7h,EB02h,7h
Difference,EB03h,1h,EB09h,1h
Match,EB04h,1Fh,EB0Ah,1Fh
Difference,EB23h,1h,EB29h,1h
Match,EB24h,21h,EB2Ah,21h
Difference,EB45h,1h,EB4Bh,1h
Match,EB46h,2h,EB4Ch,2h
Difference,EB48h,2h,EB4Eh,2h
Match,EB4Ah,Ah,EB50h,Ah
Difference,EB54h,1h,EB5Ah,1h
Match,EB55h,2h,EB5Bh,2h
Difference,EB57h,1h,EB5Dh,1h
Match,EB58h,7h,EB5Eh,7h
Difference,EB5Fh,1h,EB65h,1h
Match,EB60h,5h,EB66h,5h
Difference,EB65h,1h,EB6Bh,1h
Match,EB66h,Bh,EB6Ch,Bh
Difference,EB71h,1h,EB77h,1h
Match,EB72h,14h,EB78h,14h
Difference,EB86h,1h,EB8Ch,1h
Match,EB87h,12h,EB8Dh,12h
Difference,EB99h,1h,EB9Fh,1h
Match,EB9Ah,12h,EBA0h,12h
Difference,EBACh,1h,EBB2h,1h
Match,EBADh,39h,EBB3h,39h
Difference,EBE6h,1h,EBECh,1h
Match,EBE7h,2Ah,EBEDh,2Ah
Only in A,EC11h,2Fh,,
Match,EC40h,77h,EC17h,77h
Difference,ECB7h,1h,EC8Eh,1h
Match,ECB8h,29h,EC8Fh,29h
Difference,ECE1h,1h,ECB8h,1h
Match,ECE2h,18h,ECB9h,18h
Difference,ECFAh,2h,ECD1h,2h
Difference,ECFCh,2h,ECD3h,2h
Difference,ECFEh,2h,ECD5h,2h
Difference,ED00h,2h,ECD7h,2h
Difference,ED02h,2h,ECD9h,2h
Difference,ED04h,2h,ECDBh,2h
Difference,ED06h,2h,ECDDh,2h
Difference,ED08h,2h,ECDFh,2h
Difference,ED0Ah,1h,ECE1h,1h
Match,ED0Bh,25h,ECE2h,25h
Difference,ED30h,1h,ED07h,1h
Match,ED31h,1h,ED08h,1h
Difference,ED32h,1h,ED09h,1h
Match,ED33h,1h,ED0Ah,1h
Difference,ED34h,1h,ED0Bh,1h
Match,ED35h,1h,ED0Ch,1h
Difference,ED36h,1h,ED0Dh,1h
Match,ED37h,1h,ED0Eh,1h
Difference,ED38h,1h,ED0Fh,1h
Match,ED39h,1h,ED10h,1h
Difference,ED3Ah,1h,ED11h,1h
Match,ED3Bh,1h,ED12h,1h
Difference,ED3Ch,1h,ED13h,1h
Match,ED3Dh,1h,ED14h,1h
Difference,ED3Eh,1h,ED15h,1h
Match,ED3Fh,1h,ED16h,1h
Difference,ED40h,1h,ED17h,1h
Match,ED41h,4Eh,ED18h,4Eh
Difference,ED8Fh,1h,ED66h,1h
Match,ED90h,1Dh,ED67h,1Dh
Difference,EDADh,1h,ED84h,1h
Match,EDAEh,5h,ED85h,5h
Difference,EDB3h,1h,ED8Ah,1h
Match,EDB4h,13h,ED8Bh,13h
Difference,EDC7h,1h,ED9Eh,1h
Match,EDC8h,1h,ED9Fh,1h
Difference,EDC9h,2h,EDA0h,2h
Difference,EDCBh,1h,EDA2h,1h
Match,EDCCh,1h,EDA3h,1h
Difference,EDCDh,1h,EDA4h,1h
Match,EDCEh,1h,EDA5h,1h
Difference,EDCFh,1h,EDA6h,1h
Match,EDD0h,1h,EDA7h,1h
Difference,EDD1h,2h,EDA8h,2h
Difference,EDD3h,1h,EDAAh,1h
Match,EDD4h,1h,EDABh,1h
Difference,EDD5h,2h,EDACh,2h
Difference,EDD7h,2h,EDAEh,2h
Difference,EDD9h,2h,EDB0h,2h
Difference,EDDBh,1h,EDB2h,1h
Match,EDDCh,1h,EDB3h,1h
Difference,EDDDh,2h,EDB4h,2h
Difference,EDDFh,1h,EDB6h,1h
Match,EDE0h,1h,EDB7h,1h
Difference,EDE1h,1h,EDB8h,1h
Match,EDE2h,1h,EDB9h,1h
Difference,EDE3h,1h,EDBAh,1h
Match,EDE4h,1h,EDBBh,1h
Difference,EDE5h,1h,EDBCh,1h
Match,EDE6h,1h,EDBDh,1h
Difference,EDE7h,1h,EDBEh,1h
Match,EDE8h,1h,EDBFh,1h
Difference,EDE9h,1h,EDC0h,1h
Match,EDEAh,1h,EDC1h,1h
Difference,EDEBh,1h,EDC2h,1h
Match,EDECh,8h,EDC3h,8h
Difference,EDF4h,1h,EDCBh,1h
Match,EDF5h,Ch,EDCCh,Ch
Difference,EE01h,2h,EDD8h,2h
Match,EE03h,1h,EDDAh,1h
Difference,EE04h,1h,EDDBh,1h
Match,EE05h,20h,EDDCh,20h
Difference,EE25h,1h,EDFCh,1h
Match,EE26h,9h,EDFDh,9h
Difference,EE2Fh,2h,EE06h,2h
Match,EE31h,1h,EE08h,1h
Difference,EE32h,1h,EE09h,1h
Match,EE33h,2h,EE0Ah,2h
Difference,EE35h,1h,EE0Ch,1h
Match,EE36h,1h,EE0Dh,1h
Only in B,,,EE0Eh,4h
Match,EE37h,14h,EE12h,14h
Difference,EE4Bh,1h,EE26h,1h
Match,EE4Ch,9h,EE27h,9h
Difference,EE55h,2h,EE30h,2h
Match,EE57h,1h,EE32h,1h
Difference,EE58h,1h,EE33h,1h
Match,EE59h,2h,EE34h,2h
Difference,EE5Bh,1h,EE36h,1h
Match,EE5Ch,1h,EE37h,1h
Difference,EE5Dh,1h,EE38h,1h
Match,EE5Eh,1h,EE39h,1h
Difference,EE5Fh,1h,EE3Ah,1h
Match,EE60h,1h,EE3Bh,1h
Difference,EE61h,1h,EE3Ch,1h
Match,EE62h,1h,EE3Dh,1h
Difference,EE63h,1h,EE3Eh,1h
Match,EE64h,1h,EE3Fh,1h
Difference,EE65h,1h,EE40h,1h
Match,EE66h,1h,EE41h,1h
Difference,EE67h,1h,EE42h,1h
Match,EE68h,1h,EE43h,1h
Difference,EE69h,1h,EE44h,1h
Match,EE6Ah,1h,EE45h,1h
Difference,EE6Bh,1h,EE46h,1h
Match,EE6Ch,1h,EE47h,1h
Difference,EE6Dh,1h,EE48h,1h
Match,EE6Eh,1h,EE49h,1h
Difference,EE6Fh,2h,EE4Ah,2h
Difference,EE71h,2h,EE4Ch,2h
Difference,EE73h,2h,EE4Eh,2h
Difference,EE75h,1h,EE50h,1h
Match,EE76h,1h,EE51h,1h
Difference,EE77h,1h,EE52h,1h
Match,EE78h,1h,EE53h,1h
Difference,EE79h,1h,EE54h,1h
Match,EE7Ah,1h,EE55h,1h
Difference,EE7Bh,1h,EE56h,1h
Match,EE7Ch,1h,EE57h,1h
Difference,EE7Dh,1h,EE58h,1h
Match,EE7Eh,1h,EE59h,1h
Difference,EE7Fh,1h,EE5Ah,1h
Match,EE80h,1h,EE5Bh,1h
Difference,EE81h,1h,EE5Ch,1h
Match,EE82h,Dh,EE5Dh,Dh
Difference,EE8Fh,1h,EE6Ah,1h
Match,EE90h,Dh,EE6Bh,Dh
Difference,EE9Dh,1h,EE78h,1h
Match,EE9Eh,8h,EE79h,8h
Difference,EEA6h,1h,EE81h,1h
Match,EEA7h,10h,EE82h,10h
Difference,EEB7h,1h,EE92h,1h
Match,EEB8h,10h,EE93h,10h
Difference,EEC8h,1h,EEA3h,1h
Match,EEC9h,10h,EEA4h,10h
Difference,EED9h,1h,EEB4h,1h
Match,EEDAh,8h,EEB5h,8h
Difference,EEE2h,1h,EEBDh,1h
Match,EEE3h,Dh,EEBEh,Dh
Difference,EEF0h,1h,EECBh,1h
Match,EEF1h,Dh,EECCh,Dh
Difference,EEFEh,1h,EED9h,1h
Match,EEFFh,Dh,EEDAh,Dh
Difference,EF0Ch,1h,EEE7h,1h
Match,EF0Dh,4h,EEE8h,4h
Difference,EF11h,2h,EEECh,Bh
Match,EF13h,Ch,EEF7h,Ch
Difference,EF1Fh,1h,EF03h,1h
Match,EF20h,8h,EF04h,8h
Difference,EF28h,1h,EF0Ch,1h
Match,EF29h,8h,EF0Dh,8h
Difference,EF31h,1h,EF15h,1h
Match,EF32h,8h,EF16h,8h
Difference,EF3Ah,1h,EF1Eh,1h
Match,EF3Bh,8h,EF1Fh,8h
Difference,EF43h,1h,EF27h,1h
Match,EF44h,8h,EF28h,8h
Difference,EF4Ch,1h,EF30h,1h
Match,EF4Dh,8h,EF31h,8h
Difference,EF55h,1h,EF39h,1h
Match,EF56h,20h,EF3Ah,20h
Difference,EF76h,1h,EF5Ah,1h
Match,EF77h,125h,EF5Bh,125h
Difference,F09Ch,1h,F080h,1h
Match,F09Dh,5h,F081h,5h
Difference,F0A2h,1h,F086h,1h
Match,F0A3h,21h,F087h,21h
Difference,F0C4h,1h,F0A8h,1h
Match,F0C5h,9h,F0A9h,9h
Difference,F0CEh,1h,F0B2h,1h
Match,F0CFh,5h,F0B3h,5h
Difference,F0D4h,1h,F0B8h,1h
Match,F0D5h,24h,F0B9h,24h
Difference,F0F9h,2h,F0DDh,2h
Difference,F0FBh,1h,F0DFh,1h
Match,F0FCh,1h,F0E0h,1h
Difference,F0FDh,1h,F0E1h,1h
Match,F0FEh,1h,F0E2h,1h
Difference,F0FFh,1h,F0E3h,1h
Match,F100h,1h,F0E4h,1h
Difference,F101h,2h,F0E5h,2h
Difference,F103h,2h,F0E7h,2h
Difference,F105h,2h,F0E9h,2h
Difference,F107h,2h,F0EBh,2h
Difference,F109h,2h,F0EDh,2h
Difference,F10Bh,2h,F0EFh,2h
Difference,F10Dh,2h,F0F1h,2h
Match,F10Fh,F4h,F0F3h,F4h
Difference,F203h,1h,F1E7h,1h
Match,F204h,1h,F1E8h,1h
Difference,F205h,1h,F1E9h,1h
Match,F206h,1h,F1EAh,1h
Difference,F207h,1h,F1EBh,1h
Match,F208h,1h,F1ECh,1h
Difference,F209h,1h,F1EDh,1h
Match,F20Ah,1h,F1EEh,1h
Difference,F20Bh,1h,F1EFh,1h
Match,F20Ch,1h,F1F0h,1h
Difference,F20Dh,1h,F1F1h,1h
Match,F20Eh,1h,F1F2h,1h
Difference,F20Fh,1h,F1F3h,1h
Match,F210h,1h,F1F4h,1h
Difference,F211h,1h,F1F5h,1h
Match,F212h,1h,F1F6h,1h
Difference,F213h,1h,F1F7h,1h
Match,F214h,1h,F1F8h,1h
Difference,F215h,1h,F1F9h,1h
Match,F216h,1h,F1FAh,1h
Difference,F217h,1h,F1FBh,1h
Match,F218h,1h,F1FCh,1h
Difference,F219h,1h,F1FDh,1h
Match,F21Ah,1h,F1FEh,1h
Difference,F21Bh,1h,F1FFh,1h
Match,F21Ch,1h,F200h,1h
Difference,F21Dh,1h,F201h,1h
Match,F21Eh,1h,F202h,1h
Difference,F21Fh,1h,F203h,1h
Match,F220h,1h,F204h,1h
Difference,F221h,1h,F205h,1h
Match,F222h,1h,F206h,1h
Difference,F223h,1h,F207h,1h
Match,F224h,1h,F208h,1h
Difference,F225h,1h,F209h,1h
Match,F226h,1h,F20Ah,1h
Difference,F227h,2h,F20Bh,2h
Difference,F229h,2h,F20Dh,2h
Difference,F22Bh,1h,F20Fh,1h
Match,F22Ch,1h,F210h,1h
Difference,F22Dh,1h,F211h,1h
Match,F22Eh,1h,F212h,1h
Difference,F22Fh,1h,F213h,1h
Match,F230h,1h,F214h,1h
Difference,F231h,1h,F215h,1h
Match,F232h,1h,F216h,1h
Difference,F233h,1h,F217h,1h
Match,F234h,1h,F218h,1h
Difference,F235h,1h,F219h,1h
Match,F236h,1h,F21Ah,1h
Difference,F237h,1h,F21Bh,1h
Match,F238h,1h,F21Ch,1h
Difference,F239h,1h,F21Dh,1h
Match,F23Ah,1h,F21Eh,1h
Difference,F23Bh,1h,F21Fh,1h
Match,F23Ch,1h,F220h,1h
Difference,F23Dh,1h,F221h,1h
Match,F23Eh,1h,F222h,1h
Difference,F23Fh,1h,F223h,1h
Match,F240h,1h,F224h,1h
Difference,F241h,2h,F225h,2h
Difference,F243h,1h,F227h,1h
Match,F244h,1h,F228h,1h
Difference,F245h,1h,F229h,1h
Match,F246h,1h,F22Ah,1h
Difference,F247h,1h,F22Bh,1h
Match,F248h,1h,F22Ch,1h
Difference,F249h,1h,F22Dh,1h
Match,F24Ah,1h,F22Eh,1h
Difference,F24Bh,1h,F22Fh,1h
Match,F24Ch,1h,F230h,1h
Difference,F24Dh,1h,F231h,1h
Match,F24Eh,1h,F232h,1h
Difference,F24Fh,1h,F233h,1h
Match,F250h,1h,F234h,1h
Difference,F251h,1h,F235h,1h
Match,F252h,1h,F236h,1h
Difference,F253h,2h,F237h,2h
Difference,F255h,1h,F239h,1h
Match,F256h,1h,F23Ah,1h
Difference,F257h,1h,F23Bh,1h
Match,F258h,1h,F23Ch,1h
Difference,F259h,1h,F23Dh,1h
Match,F25Ah,46Bh,F23Eh,46Bh
Difference,F6C5h,1h,F6A9h,1h
Match,F6C6h,1h,F6AAh,1h
Difference,F6C7h,1h,F6ABh,1h
Match,F6C8h,1h,F6ACh,1h
Difference,F6C9h,1h,F6ADh,1h
Match,F6CAh,1h,F6AEh,1h
Difference,F6CBh,2h,F6AFh,2h
Difference,F6CDh,2h,F6B1h,2h
Difference,F6CFh,1h,F6B3h,1h
Match,F6D0h,1h,F6B4h,1h
Difference,F6D1h,1h,F6B5h,1h
Match,F6D2h,1h,F6B6h,1h
Difference,F6D3h,1h,F6B7h,1h
Match,F6D4h,1h,F6B8h,1h
Difference,F6D5h,1h,F6B9h,1h
Match,F6D6h,108h,F6BAh,108h
Difference,F7DEh,1h,F7C2h,1h
Match,F7DFh,6h,F7C3h,6h
Difference,F7E5h,1h,F7C9h,1h
Match,F7E6h,6h,F7CAh,6h
Difference,F7ECh,1h,F7D0h,1h
Match,F7EDh,6h,F7D1h,6h
Difference,F7F3h,1h,F7D7h,1h
Match,F7F4h,6h,F7D8h,6h
Difference,F7FAh,2h,F7DEh,2h
Match,F7FCh,4h,F7E0h,4h
Difference,F800h,2h,F7E4h,2h
Match,F802h,6Ch,F7E6h,6Ch
Difference,F86Eh,1h,F852h,1h
Match,F86Fh,1h,F853h,1h
Difference,F870h,1h,F854h,1h
Match,F871h,1h,F855h,1h
Difference,F872h,1h,F856h,1h
Match,F873h,1h,F857h,1h
Difference,F874h,1h,F858h,1h
Match,F875h,1h,F859h,1h
Difference,F876h,1h,F85Ah,1h
Match,F877h,1h,F85Bh,1h
Difference,F878h,1h,F85Ch,1h
Match,F879h,1h,F85Dh,1h
Difference,F87Ah,1h,F85Eh,1h
Match,F87Bh,1h,F85Fh,1h
Difference,F87Ch,1h,F860h,1h
Match,F87Dh,1h,F861h,1h
Difference,F87Eh,1h,F862h,1h
Match,F87Fh,1h,F863h,1h
Difference,F880h,1h,F864h,1h
Match,F881h,1h,F865h,1h
Difference,F882h,1h,F866h,1h
Match,F883h,1h,F867h,1h
Difference,F884h,1h,F868h,1h
Match,F885h,1h,F869h,1h
Difference,F886h,1h,F86Ah,1h
Match,F887h,1h,F86Bh,1h
Difference,F888h,1h,F86Ch,1h
Match,F889h,1h,F86Dh,1h
Difference,F88Ah,1h,F86Eh,1h
Match,F88Bh,1h,F86Fh,1h
Difference,F88Ch,1h,F870h,1h
Match,F88Dh,1h,F871h,1h
Difference,F88Eh,1h,F872h,1h
Match,F88Fh,1h,F873h,1h
Difference,F890h,1h,F874h,1h
Match,F891h,1h,F875h,1h
Difference,F892h,1h,F876h,1h
Match,F893h,1h,F877h,1h
Difference,F894h,1h,F878h,1h
Match,F895h,1h,F879h,1h
Difference,F896h,1h,F87Ah,1h
Match,F897h,1h,F87Bh,1h
Difference,F898h,1h,F87Ch,1h
Match,F899h,1h,F87Dh,1h
Difference,F89Ah,1h,F87Eh,1h
Match,F89Bh,1h,F87Fh,1h
Difference,F89Ch,1h,F880h,1h
Match,F89Dh,1h,F881h,1h
Difference,F89Eh,1h,F882h,1h
Match,F89Fh,1h,F883h,1h
Difference,F8A0h,1h,F884h,1h
Match,F8A1h,1h,F885h,1h
Difference,F8A2h,1h,F886h,1h
Match,F8A3h,1h,F887h,1h
Difference,F8A4h,1h,F888h,1h
Match,F8A5h,9h,F889h,9h
Difference,F8AEh,1h,F892h,1h
Match,F8AFh,2h,F893h,2h
Difference,F8B1h,1h,F895h,1h
Match,F8B2h,29h,F896h,29h
Difference,F8DBh,1h,F8BFh,1h
Match,F8DCh,54h,F8C0h,54h
Difference,F930h,2h,F914h,2h
Match,F932h,1h,F916h,1h
Difference,F933h,1h,F917h,1h
Match,F934h,26h,F918h,26h
Difference,F95Ah,1h,F93Eh,1h
Match,F95Bh,6h,F93Fh,6h
Difference,F961h,2h,F945h,2h
Match,F963h,72h,F947h,72h
Difference,F9D5h,1h,F9B9h,1h
Match,F9D6h,11h,F9BAh,11h
Difference,F9E7h,1h,F9CBh,1h
Match,F9E8h,Bh,F9CCh,Bh
Difference,F9F3h,2h,F9D7h,2h
Difference,F9F5h,1h,F9D9h,1h
Match,F9F6h,1h,F9DAh,1h
Difference,F9F7h,2h,F9DBh,2h
Difference,F9F9h,2h,F9DDh,2h
Difference,F9FBh,1h,F9DFh,1h
Match,F9FCh,1h,F9E0h,1h
Difference,F9FDh,1h,F9E1h,1h
Match,F9FEh,1h,F9E2h,1h
Difference,F9FFh,1h,F9E3h,1h
Match,FA00h,1h,F9E4h,1h
Difference,FA01h,2h,F9E5h,2h
Difference,FA03h,2h,F9E7h,2h
Difference,FA05h,1h,F9E9h,1h
Match,FA06h,1h,F9EAh,1h
Difference,FA07h,1h,F9EBh,1h
Match,FA08h,1h,F9ECh,1h
Difference,FA09h,2h,F9EDh,2h
Difference,FA0Bh,2h,F9EFh,2h
Difference,FA0Dh,2h,F9F1h,2h
Difference,FA0Fh,2h,F9F3h,2h
Difference,FA11h,2h,F9F5h,2h
Difference,FA13h,2h,F9F7h,2h
Difference,FA15h,2h,F9F9h,2h
Difference,FA17h,2h,F9FBh,2h
Difference,FA19h,2h,F9FDh,2h
Difference,FA1Bh,2h,F9FFh,2h
Difference,FA1Dh,2h,FA01h,2h
Difference,FA1Fh,2h,FA03h,2h
Difference,FA21h,1h,FA05h,1h
Match,FA22h,1h,FA06h,1h
Difference,FA23h,1h,FA07h,1h
Match,FA24h,1h,FA08h,1h
Difference,FA25h,2h,FA09h,2h
Difference,FA27h,1h,FA0Bh,1h
Match,FA28h,1h,FA0Ch,1h
Difference,FA29h,1h,FA0Dh,1h
Match,FA2Ah,9h,FA0Eh,9h
Difference,FA33h,1h,FA17h,1h
Match,FA34h,2h,FA18h,2h
Difference,FA36h,1h,FA1Ah,1h
Match,FA37h,2Ah,FA1Bh,2Ah
Difference,FA61h,1h,FA45h,1h
Match,FA62h,4Ch,FA46h,4Ch
Difference,FAAEh,2h,FA92h,2h
Match,FAB0h,1h,FA94h,1h
Difference,FAB1h,1h,FA95h,1h
Match,FAB2h,20h,FA96h,20h
Difference,FAD2h,1h,FAB6h,1h
Match,FAD3h,6h,FAB7h,6h
Difference,FAD9h,2h,FABDh,2h
Match,FADBh,45h,FABFh,45h
Difference,FB20h,1h,FB04h,1h
Match,FB21h,1h,FB05h,1h
Difference,FB22h,1h,FB06h,1h
Match,FB23h,1h,FB07h,1h
Difference,FB24h,1h,FB08h,1h
Match,FB25h,1h,FB09h,1h
Difference,FB26h,1h,FB0Ah,1h
Match,FB27h,1h,FB0Bh,1h
Difference,FB28h,1h,FB0Ch,1h
Match,FB29h,1h,FB0Dh,1h
Difference,FB2Ah,1h,FB0Eh,1h
Match,FB2Bh,1h,FB0Fh,1h
Difference,FB2Ch,1h,FB10h,1h
Match,FB2Dh,1h,FB11h,1h
Difference,FB2Eh,1h,FB12h,1h
Match,FB2Fh,1h,FB13h,1h
Difference,FB30h,1h,FB14h,1h
Match,FB31h,1h,FB15h,1h
Difference,FB32h,1h,FB16h,1h
Match,FB33h,1h,FB17h,1h
Difference,FB34h,1h,FB18h,1h
Match,FB35h,1h,FB19h,1h
Difference,FB36h,1h,FB1Ah,1h
Match,FB37h,1h,FB1Bh,1h
Difference,FB38h,1h,FB1Ch,1h
Match,FB39h,1h,FB1Dh,1h
Difference,FB3Ah,1h,FB1Eh,1h
Match,FB3Bh,1h,FB1Fh,1h
Difference,FB3Ch,1h,FB20h,1h
Match,FB3Dh,1h,FB21h,1h
Difference,FB3Eh,1h,FB22h,1h
Match,FB3Fh,1h,FB23h,1h
Difference,FB40h,1h,FB24h,1h
Match,FB41h,1h,FB25h,1h
Difference,FB42h,1h,FB26h,1h
Match,FB43h,1h,FB27h,1h
Difference,FB44h,1h,FB28h,1h
Match,FB45h,1h,FB29h,1h
